Time UNIX Seconds,Time Stamp,Symbol,High,Low,Open,Previous Close,Recommend Period,Strong Buy,Buy,Hold,Sell,Strong Sell
1731097740,Fri Nov  8 15:29:00 2024,DIST,11.0501,11.04,11.05,11.01,None,0,0,0,0,0
