Time UNIX Seconds,Time Stamp,Symbol,High,Low,Open,Previous Close,Recommend Period,Strong Buy,Buy,Hold,Sell,Strong Sell
1727308800,Wed Sep 25 20:00:00 2024,TOTTF,14.93,14.93,14.93,14.65,2024-11-01,3,4,9,0,0
